trend,url,promoted_content,query,tweet_volume,place,woeid,as_of,created_at
Tesla,http://twitter.com/search?q=Tesla,NA,Tesla,140688,Acapulco,110978,2023-02-28T08:18:17Z,2023-02-24T19:03:27Z
Messi,http://twitter.com/search?q=Messi,NA,Messi,745946,Acapulco,110978,2023-02-28T08:18:17Z,2023-02-24T19:03:27Z
Elon Musk,http://twitter.com/search?q=%22Elon+Musk%22,NA,%22Elon+Musk%22,119953,Acapulco,110978,2023-02-28T08:18:17Z,2023-02-24T19:03:27Z
#WWERaw,http://twitter.com/search?q=%23WWERaw,NA,%23WWERaw,24943,Acapulco,110978,2023-02-28T08:18:17Z,2023-02-24T19:03:27Z
The Best,http://twitter.com/search?q=%22The+Best%22,NA,%22The+Best%22,903087,Acapulco,110978,2023-02-28T08:18:17Z,2023-02-24T19:03:27Z
Ana Gabriel,http://twitter.com/search?q=%22Ana+Gabriel%22,NA,%22Ana+Gabriel%22,17726,Acapulco,110978,2023-02-28T08:18:17Z,2023-02-24T19:03:27Z
Dibu,http://twitter.com/search?q=Dibu,NA,Dibu,223079,Acapulco,110978,2023-02-28T08:18:17Z,2023-02-24T19:03:27Z
Alaba,http://twitter.com/search?q=Alaba,NA,Alaba,54778,Acapulco,110978,2023-02-28T08:18:17Z,2023-02-24T19:03:27Z
#ControlDeDañosEnConvoy,http://twitter.com/search?q=%23ControlDeDa%C3%B1osEnConvoy,NA,%23ControlDeDa%C3%B1osEnConvoy,NA,Acapulco,110978,2023-02-28T08:18:17Z,2023-02-24T19:03:27Z
FIFA,http://twitter.com/search?q=FIFA,NA,FIFA,474710,Acapulco,110978,2023-02-28T08:18:17Z,2023-02-24T19:03:27Z
Courtois,http://twitter.com/search?q=Courtois,NA,Courtois,62126,Acapulco,110978,2023-02-28T08:18:17Z,2023-02-24T19:03:27Z
Chacho,http://twitter.com/search?q=Chacho,NA,Chacho,NA,Acapulco,110978,2023-02-28T08:18:17Z,2023-02-24T19:03:27Z
Germán,http://twitter.com/search?q=Germ%C3%A1n,NA,Germ%C3%A1n,102917,Acapulco,110978,2023-02-28T08:18:17Z,2023-02-24T19:03:27Z
Ovidio Guzmán,http://twitter.com/search?q=%22Ovidio+Guzm%C3%A1n%22,NA,%22Ovidio+Guzm%C3%A1n%22,NA,Acapulco,110978,2023-02-28T08:18:17Z,2023-02-24T19:03:27Z
sabrina,http://twitter.com/search?q=sabrina,NA,sabrina,34859,Acapulco,110978,2023-02-28T08:18:17Z,2023-02-24T19:03:27Z
#LaVelada3,http://twitter.com/search?q=%23LaVelada3,NA,%23LaVelada3,40089,Acapulco,110978,2023-02-28T08:18:17Z,2023-02-24T19:03:27Z
shawn,http://twitter.com/search?q=shawn,NA,shawn,25970,Acapulco,110978,2023-02-28T08:18:17Z,2023-02-24T19:03:27Z
